2theta,Intensity
35.88,5.83333
35.9,5.83333
35.92,4.16667
35.94,4.16667
35.96,3.33333
35.98,5.83333
36,7.5
36.02,6.66667
36.04,5
36.06,3.33333
36.08,2.5
36.1,1.66667
36.12,3.33333
36.14,6.66667
36.16,9.16667
36.18,9.16667
36.2,8.33333
36.22,5.83333
36.24,7.5
36.26,10
36.28,8.33333
36.3,7.5
36.32,8.33333
36.34,6.66667
36.36,6.66667
36.38,5.83333
36.4,4.16667
36.42,8.33333
36.44,10
36.46,5
36.48,4.16667
36.5,4.16667
36.52,4.16667
36.54,7.5
36.56,6.66667
36.58,5.83333
36.6,3.33333
36.62,5.83333
36.64,5
36.66,7.5
36.68,6.66667
36.7,3.33333
36.72,3.33333
36.74,5
36.76,4.16667
36.78,6.66667
36.8,4.16667
36.82,3.33333
36.84,3.33333
36.86,3.33333
36.88,6.66667
36.9,3.33333
36.92,3.33333
36.94,3.33333
36.96,2.5
36.98,3.33333
37,4.16667
37.02,5
37.04,3.33333
37.06,2.5
37.08,5
37.1,3.33333
37.12,2.5
37.14,5.83333
37.16,3.33333
37.18,4.16667
37.2,2.5
37.22,3.33333
37.24,5.83333
37.26,2.5
37.28,2.5
37.3,4.16667
37.32,3.33333
37.34,4.16667
37.36,3.33333
37.38,4.16667
37.4,4.16667
37.42,3.33333
37.44,3.33333
37.46,3.33333
37.48,4.16667
37.5,4.16667
37.52,5
37.54,6.66667
37.56,8.33333
37.58,8.33333
37.6,5.83333
37.62,5
37.64,5.83333
37.66,4.16667
37.68,3.33333
37.7,7.5
37.72,8.33333
37.74,6.66667
37.76,5
37.78,7.5
37.8,10
37.82,10
37.84,4.16667
37.86,6.66667
37.88,7.5
37.9,8.33333
37.92,6.66667
37.94,7.5
37.96,6.66667
37.98,5.83333
38,6.66667
38.02,5
38.04,4.16667
38.06,3.33333
38.08,3.33333
38.1,2.5
38.12,4.16667
38.14,3.33333
38.16,4.16667
38.18,5.83333
38.2,5.83333
38.22,4.16667
38.24,4.16667
38.26,3.33333
38.28,2.5
38.3,2.5
38.32,2.5
38.34,7.5
38.36,4.16667
38.38,5.83333
38.4,2.5
38.42,3.33333
38.44,2.5
38.46,6.66667
38.48,4.16667
38.5,3.33333
38.52,6.66667
38.54,6.66667
38.56,5.83333
38.58,6.66667
38.6,8.33333
38.62,10
38.64,5
38.66,9.16667
38.68,14.1667
38.7,7.5
38.72,9.16667
38.74,6.66667
38.76,6.66667
38.78,12.5
38.8,10.8333
38.82,7.5
38.84,7.5
38.86,10
38.88,8.33333
38.9,7.5
38.92,5.83333
38.94,4.16667
38.96,3.33333
38.98,5.83333
39,3.33333
39.02,3.33333
39.04,2.5
39.06,2.5
39.08,3.33333
39.1,5
39.12,5
39.14,8.33333
39.16,3.33333
39.18,7.5
39.2,4.16667
39.22,5
39.24,4.16667
39.26,4.16667
39.28,3.33333
39.3,2.5
39.32,3.33333
39.34,4.16667
39.36,6.66667
39.38,3.33333
39.4,4.16667
39.42,6.66667
39.44,4.16667
39.46,8.33333
39.48,5
39.5,9.16667
39.52,5
39.54,5.83333
39.56,3.33333
39.58,6.66667
39.6,7.5
39.62,3.33333
39.64,1.66667
39.66,5
39.68,3.33333
39.7,5.83333
39.72,2.5
39.74,2.5
39.76,3.33333
39.78,5
39.8,2.5
39.82,5.83333
39.84,4.16667
39.86,2.5
39.88,3.33333
39.9,4.16667
39.92,5
39.94,3.33333
39.96,6.66667
39.98,4.16667
40,0.833333
40.02,3.33333
40.04,6.66667
40.06,7.5
40.08,3.33333
40.1,5
40.12,3.33333
40.14,1.66667
40.16,2.5
40.18,7.5
40.2,3.33333
40.22,4.16667
40.24,3.33333
40.26,2.5
40.28,5.83333
40.3,5.83333
40.32,4.16667
40.34,2.5
40.36,2.5
40.38,3.33333
40.4,6.66667
40.42,5
40.44,2.5
40.46,6.66667
40.48,6.66667
40.5,5.83333
40.52,2.5
40.54,7.5
40.56,5.83333
40.58,10
40.6,5
40.62,8.33333
40.64,5
40.66,11.6667
40.68,8.33333
40.7,5
40.72,3.33333
40.74,5
40.76,5
40.78,5.83333
40.8,2.5
40.82,2.5
40.84,6.66667
40.86,3.33333
40.88,3.33333
40.9,4.16667
40.92,1.66667
40.94,5
40.96,2.5
40.98,3.33333
41,1.66667
41.02,7.5
41.04,5
41.06,2.5
41.08,3.33333
41.1,2.5
41.12,4.16667
41.14,5
41.16,3.33333
41.18,4.16667
41.2,6.66667
41.22,0.833333
41.24,4.16667
41.26,3.33333
41.28,7.5
41.3,5
41.32,5
41.34,5
41.36,2.5
41.38,4.16667
41.4,5
41.42,5.83333
41.44,5.83333
41.46,5.83333
41.48,10
41.5,4.16667
41.52,4.16667
41.54,3.33333
41.56,6.66667
41.58,5
41.6,5.83333
41.62,9.16667
41.64,10
41.66,6.66667
41.68,5
41.7,7.5
41.72,6.66667
41.74,6.66667
41.76,4.16667
41.78,3.33333
41.8,5.83333
41.82,3.33333
41.84,5
41.86,2.5
41.88,5
41.9,5.83333
41.92,3.33333
41.94,5.83333
41.96,4.16667
41.98,5.83333
42,5.83333
42.02,3.33333
42.04,3.33333
42.06,5
42.08,4.16667
42.1,1.66667
42.12,3.33333
42.14,5.83333
42.16,1.66667
42.18,2.5
42.2,2.5
42.22,2.5
42.24,5
42.26,4.16667
42.28,5.83333
42.3,5
42.32,2.5
42.34,4.16667
42.36,2.5
42.38,3.33333
42.4,6.66667
42.42,5
42.44,3.33333
42.46,3.33333
42.48,2.5
42.5,3.33333
42.52,3.33333
42.54,5
42.56,4.16667
42.58,5
42.6,4.16667
42.62,2.5
42.64,5.83333
42.66,4.16667
42.68,5
42.7,3.33333
42.72,3.33333
42.74,2.5
42.76,4.16667
42.78,6.66667
42.8,5
42.82,4.16667
42.84,2.5
42.86,1.66667
42.88,3.33333
42.9,2.5
42.92,4.16667
42.94,6.66667
42.96,5.83333
42.98,4.16667
43,5.83333
43.02,5.83333
43.04,4.16667
43.06,3.33333
43.08,5
43.1,6.66667
43.12,5.83333
43.14,4.16667
43.16,4.16667
43.18,4.16667
43.2,5
43.22,5
43.24,2.5
43.26,4.16667
43.28,5
43.3,4.16667
43.32,3.33333
43.34,3.33333
43.36,5
43.38,1.66667
43.4,0.833333
43.42,5.83333
43.44,4.16667
43.46,4.16667
43.48,4.16667
43.5,3.33333
43.52,5
43.54,8.33333
43.56,5
43.58,5.83333
43.6,5
43.62,3.33333
43.64,6.66667
43.66,11.6667
43.68,8.33333
43.7,6.66667
43.72,2.5
43.74,5.83333
43.76,7.5
43.78,9.16667
