2theta,Intensity
34.14,139.167
34.16,125
34.18,109.167
34.2,94.1667
34.22,70.8333
34.24,47.5
34.26,39.1667
34.28,41.6667
34.3,40.8333
34.32,36.6667
34.34,39.1667
34.36,36.6667
34.38,30.8333
34.4,44.1667
34.42,60
34.44,55.8333
34.46,61.6667
34.48,76.6667
34.5,104.167
34.52,149.167
34.54,195.833
34.56,265
34.58,343.333
34.6,441.667
34.62,542.5
34.64,575
34.66,599.167
34.68,582.5
34.7,505.833
34.72,425.833
34.74,360
34.76,311.667
34.78,235
34.8,161.667
34.82,111.667
34.84,76.6667
34.86,60
34.88,48.3333
34.9,37.5
34.92,40.8333
34.94,45
34.96,47.5
34.98,45.8333
35,48.3333
35.02,46.6667
35.04,40
35.06,42.5
35.08,47.5
35.1,54.1667
35.12,58.3333
35.14,62.5
35.16,99.1667
35.18,143.333
35.2,188.333
35.22,236.667
35.24,279.167
35.26,347.5
35.28,412.5
35.3,441.667
35.32,422.5
35.34,406.667
35.36,362.5
35.38,294.167
35.4,245.833
35.42,190.833
35.44,145.833
35.46,115.833
35.48,79.1667
35.5,50
35.52,43.3333
35.54,39.1667
35.56,36.6667
35.58,27.5
35.6,20
35.62,22.5
35.64,26.6667
35.66,24.1667
35.68,18.3333
35.7,16.6667
35.72,23.3333
35.74,21.6667
35.76,14.1667
35.78,10.8333
35.8,11.6667
35.82,10.8333
35.84,10
35.86,10.8333
35.88,12.5
35.9,13.3333
35.92,14.1667
35.94,10
35.96,14.1667
35.98,17.5
36,17.5
36.02,12.5
36.04,11.6667
36.06,17.5
36.08,16.6667
36.1,15
36.12,20.8333
36.14,23.3333
36.16,19.1667
36.18,20
36.2,25
36.22,35.8333
36.24,39.1667
36.26,50
36.28,70
36.3,85
36.32,89.1667
36.34,79.1667
36.36,65
36.38,65
36.4,56.6667
36.42,50
36.44,40.8333
36.46,34.1667
36.48,28.3333
36.5,14.1667
36.52,12.5
36.54,14.1667
36.56,10.8333
36.58,5
36.6,9.16667
36.62,10
36.64,13.3333
36.66,14.1667
36.68,13.3333
36.7,15
36.72,12.5
36.74,12.5
36.76,12.5
36.78,10.8333
36.8,12.5
36.82,11.6667
36.84,10
36.86,9.16667
36.88,7.5
36.9,9.16667
36.92,8.33333
36.94,6.66667
36.96,7.5
36.98,6.66667
37,10.8333
37.02,7.5
37.04,5
37.06,5
37.08,7.5
37.1,9.16667
37.12,8.33333
37.14,9.16667
37.16,8.33333
37.18,9.16667
37.2,9.16667
37.22,5
37.24,5
37.26,6.66667
37.28,7.5
37.3,6.66667
37.32,5
37.34,3.33333
37.36,4.16667
37.38,5.83333
37.4,8.33333
37.42,5
37.44,5
37.46,5.83333
37.48,7.5
37.5,10
37.52,7.5
37.54,13.3333
37.56,10.8333
37.58,9.16667
37.6,10
37.62,12.5
37.64,13.3333
37.66,19.1667
37.68,20
37.7,23.3333
37.72,30.8333
37.74,35.8333
37.76,46.6667
37.78,50
37.8,50
37.82,61.6667
37.84,60
37.86,50
37.88,55
37.9,55
37.92,50.8333
37.94,50
37.96,41.6667
37.98,32.5
38,20
38.02,22.5
38.04,25.8333
38.06,20
38.08,15
38.1,10.8333
38.12,10
38.14,10.8333
38.16,5.83333
38.18,7.5
38.2,12.5
38.22,6.66667
38.24,7.5
38.26,4.16667
38.28,5.83333
38.3,5
38.32,6.66667
38.34,9.16667
38.36,5.83333
38.38,9.16667
38.4,9.16667
38.42,7.5
38.44,7.5
38.46,10
38.48,10
38.5,10
38.52,11.6667
38.54,10.8333
38.56,10.8333
38.58,9.16667
38.6,19.1667
38.62,20
38.64,26.6667
38.66,33.3333
38.68,40.8333
38.7,70.8333
38.72,74.1667
38.74,100
38.76,110
38.78,101.667
38.8,109.167
38.82,110.833
38.84,98.3333
38.86,65
38.88,60.8333
38.9,51.6667
38.92,50
38.94,41.6667
38.96,26.6667
38.98,24.1667
39,27.5
39.02,20
39.04,16.6667
39.06,12.5
39.08,9.16667
39.1,8.33333
39.12,10
39.14,5
39.16,6.66667
39.18,8.33333
39.2,10.8333
39.22,7.5
39.24,5.83333
39.26,4.16667
39.28,5
39.3,7.5
39.32,10.8333
39.34,8.33333
39.36,7.5
39.38,6.66667
39.4,6.66667
39.42,9.16667
39.44,14.1667
39.46,13.3333
39.48,19.1667
39.5,19.1667
39.52,22.5
39.54,22.5
39.56,24.1667
39.58,19.1667
39.6,23.3333
39.62,25
39.64,22.5
39.66,20
39.68,20.8333
39.7,16.6667
39.72,10.8333
39.74,14.1667
39.76,12.5
39.78,5
39.8,6.66667
39.82,6.66667
39.84,8.33333
39.86,4.16667
39.88,5.83333
39.9,5.83333
39.92,6.66667
39.94,7.5
39.96,4.16667
39.98,5
40,6.66667
40.02,14.1667
40.04,10.8333
40.06,20
40.08,10.8333
40.1,12.5
40.12,10.8333
40.14,6.66667
40.16,2.5
40.18,9.16667
40.2,6.66667
40.22,8.33333
40.24,8.33333
40.26,10
40.28,10
40.3,7.5
40.32,10
40.34,2.5
40.36,4.16667
40.38,9.16667
40.4,6.66667
40.42,10
40.44,10.8333
40.46,8.33333
40.48,6.66667
40.5,10.8333
40.52,10
40.54,19.1667
40.56,20
40.58,25.8333
40.6,28.3333
40.62,24.1667
40.64,34.1667
40.66,32.5
40.68,38.3333
40.7,32.5
40.72,30
40.74,28.3333
40.76,25.8333
40.78,19.1667
40.8,15
40.82,12.5
40.84,9.16667
40.86,12.5
40.88,15.8333
40.9,5.83333
40.92,5.83333
40.94,5.83333
40.96,6.66667
40.98,4.16667
41,10.8333
41.02,11.6667
41.04,9.16667
41.06,8.33333
41.08,4.16667
41.1,2.5
41.12,9.16667
41.14,5
41.16,5
41.18,9.16667
41.2,8.33333
41.22,8.33333
41.24,5.83333
41.26,9.16667
41.28,10
41.3,5.83333
41.32,1.66667
41.34,10.8333
41.36,14.1667
41.38,10.8333
41.4,9.16667
41.42,10.8333
41.44,16.6667
41.46,21.6667
41.48,28.3333
41.5,23.3333
41.52,23.3333
41.54,30.8333
41.56,44.1667
41.58,28.3333
41.6,30
41.62,27.5
41.64,22.5
41.66,24.1667
41.68,18.3333
41.7,14.1667
41.72,20
41.74,11.6667
41.76,13.3333
41.78,11.6667
41.8,11.6667
41.82,7.5
41.84,10
41.86,8.33333
41.88,5.83333
41.9,4.16667
41.92,8.33333
41.94,6.66667
41.96,8.33333
41.98,4.16667
42,4.16667
42.02,6.66667
42.04,7.5
42.06,9.16667
42.08,5.83333
42.1,5.83333
42.12,5
42.14,8.33333
42.16,4.16667
42.18,5.83333
42.2,5
42.22,7.5
42.24,5
42.26,6.66667
42.28,3.33333
42.3,2.5
42.32,4.16667
42.34,7.5
42.36,5.83333
42.38,8.33333
42.4,5.83333
42.42,9.16667
42.44,8.33333
42.46,6.66667
42.48,5
42.5,5.83333
42.52,4.16667
42.54,5.83333
42.56,10
42.58,8.33333
42.6,7.5
42.62,10
42.64,5.83333
42.66,5
42.68,5.83333
42.7,7.5
42.72,4.16667
42.74,5
42.76,5
42.78,8.33333
42.8,5.83333
42.82,5
42.84,4.16667
42.86,5
42.88,3.33333
42.9,4.16667
42.92,3.33333
42.94,7.5
42.96,5
42.98,4.16667
43,5
43.02,10
43.04,5.83333
43.06,5
43.08,6.66667
43.1,5
43.12,5.83333
43.14,5
43.16,3.33333
43.18,1.66667
43.2,5
43.22,7.5
43.24,4.16667
43.26,4.16667
43.28,5.83333
43.3,5
43.32,4.16667
43.34,7.5
43.36,9.16667
43.38,8.33333
43.4,8.33333
43.42,5.83333
43.44,6.66667
43.46,5
43.48,5.83333
43.5,7.5
43.52,5.83333
43.54,8.33333
43.56,10.8333
43.58,10.8333
43.6,7.5
43.62,12.5
43.64,11.6667
43.66,13.3333
43.68,17.5
43.7,26.6667
43.72,27.5
43.74,23.3333
43.76,27.5
43.78,29.1667
43.8,29.1667
43.82,30.8333
43.84,30.8333
43.86,30
43.88,35.8333
43.9,35
43.92,45.8333
43.94,51.6667
43.96,65.8333
43.98,92.5
44,118.333
44.02,145
44.04,165.833
44.06,168.333
44.08,161.667
44.1,146.667
