formula,material_id,band_gap,efermi,energy_above_hull,database_IDs,comp_atoms,sorted_keys_comp_atoms,comp_number,new_formula
Ce3Mg2InAu3,mp-1227195,0.0,6.30068115,0.0,False,"{58: 3, 12: 2, 49: 1, 79: 3}","[12, 49, 58, 79]",122491583793,Ce3Mg2In1Au3
Mg2Sn,mp-2343,0.0,4.57609994,0.0,icsd-642850,"{12: 2, 50: 1}","[12, 50]",122501,Mg2Sn1
Ba(MgSn)2,mp-29622,0.0,4.67078784,0.0,icsd-41915,"{56: 1, 12: 2, 50: 2}","[12, 50, 56]",122502561,Ba1Mg2Sn2
Ba(MgSb)2,mp-9567,0.8466,3.47476502,0.0,icsd-100047,"{56: 1, 12: 2, 51: 2}","[12, 51, 56]",122512561,Ba1Mg2Sb2
Eu(MgSb)2,mp-582736,0.0,4.5556402,0.0,False,"{63: 1, 12: 2, 51: 2}","[12, 51, 63]",122512631,Eu1Mg2Sb2
BaMg2,mp-1935,0.0,2.52300495,0.0,icsd-615954,"{56: 1, 12: 2}","[12, 56]",122561,Ba1Mg2
Ba(MgPb)2,mp-20452,0.0,4.39376507,0.0,icsd-25338,"{56: 1, 12: 2, 82: 2}","[12, 56, 82]",122561822,Ba1Mg2Pb2
Ba(MgBi)2,mp-29209,0.3967999999999998,3.27667337,0.0,icsd-100049,"{56: 1, 12: 2, 83: 2}","[12, 56, 83]",122561832,Ba1Mg2Bi2
PrDyMg2,mp-862757,0.0,3.24127514,0.0,False,"{59: 1, 66: 1, 12: 2}","[12, 59, 66]",122591661,Pr1Dy1Mg2
NdDyMg2,mp-866063,0.0,3.24082778,0.0,False,"{60: 1, 66: 1, 12: 2}","[12, 60, 66]",122601661,Nd1Dy1Mg2
PmSmMg2,mp-862964,0.0,3.19667027,0.0,False,"{61: 1, 62: 1, 12: 2}","[12, 61, 62]",122611621,Pm1Sm1Mg2
PmDyMg2,mp-862902,0.0,3.18957482,0.0,False,"{61: 1, 66: 1, 12: 2}","[12, 61, 66]",122611661,Pm1Dy1Mg2
PmHoMg2,mp-862918,0.0,3.15439227,0.0,False,"{61: 1, 67: 1, 12: 2}","[12, 61, 67]",122611671,Pm1Ho1Mg2
SmDyMg2,mp-867159,0.0,3.16851489,0.0,False,"{62: 1, 66: 1, 12: 2}","[12, 62, 66]",122621661,Sm1Dy1Mg2
SmHoMg2,mp-867130,0.0,3.14972106,0.0,False,"{62: 1, 67: 1, 12: 2}","[12, 62, 67]",122621671,Sm1Ho1Mg2
SmErMg2,mp-978513,0.0,3.16033939,0.0,False,"{62: 1, 68: 1, 12: 2}","[12, 62, 68]",122621681,Sm1Er1Mg2
SmTmMg2,mp-978512,0.0,3.14008873,0.0,False,"{62: 1, 69: 1, 12: 2}","[12, 62, 69]",122621691,Sm1Tm1Mg2
EuMg2,mp-1101792,0.0,2.73977458,0.0,icsd-412689,"{63: 1, 12: 2}","[12, 63]",122631,Eu1Mg2
Eu(MgBi)2,mp-1006146,0.0,3.72917269,0.0,icsd-428795,"{63: 1, 12: 2, 83: 2}","[12, 63, 83]",122631832,Eu1Mg2Bi2
GdMg2,mp-21049,0.0,3.12706744,0.0,icsd-104067,"{64: 1, 12: 2}","[12, 64]",122641,Gd1Mg2
TmMg2,mp-1187676,0.0,3.20555725,0.0,False,"{69: 1, 12: 2}","[12, 69]",122691,Tm1Mg2
Mg2IrPt,mp-1185768,0.0,6.06308326,0.0,False,"{12: 2, 77: 1, 78: 1}","[12, 77, 78]",122771781,Mg2Ir1Pt1
